rent,rooms,bathrooms,sqft,address
"$1,795,000",1 bed,1 bed,"1,320","450 Washington St #209, New York, NY 10013"
"$1,270,000",2 beds,2 beds,"1,800","2 Charlton St Unit 6H, New York, NY 10013"
"$750,000",2 beds,2 beds,"1,870","80-06 47th Ave Unit 1E, Elmhurst, NY 11373"
"$548,000",3 beds,3 beds,"2,605","87 Andros Ave, Staten Island, NY 10303"
"$1,180,000",1 bed,1 bed,—,"88 Greenwich St #3502, New York, NY 10006"
"$458,000",3 beds,3 beds,636,"6740 136th St Unit B, Kew Garden Hills, NY 11367"
"$1,248,000",4 beds,4 beds,"3,600","2335 Benson Ave, Brooklyn, NY 11214"
"$1,650,000",2 beds,2 beds,632,"250 S End Ave Unit 5FG, New York, NY 10280"
"$599,000",1 bed,1 bed,—,"303 E 37th St Unit 4J, New York, NY 10016"
"$899,999",14 beds,14 beds,—,"307 E 54th St #6, East Flatbush, NY 11203"
"$1,050,000",1 bed,1 bed,"1,400","79 W 12th St Unit 11G, New York, NY 10011"
"$639,000",3 beds,3 beds,"1,819","409 Bard Ave, Staten Island, NY 10310"
"$775,000",4 beds,4 beds,732,"104-57 Atlantic Ave, Jamaica, NY 11418"
"$1,199,000",6 beds,6 beds,—,"141-33 255th St #1, New York, NY 11422"
"$830,000",0 beds,0 beds,"1,656","450 Washington St #206, New York, NY 10013"
"$1,695,000",1 bed,1 bed,"2,399","51 5th Ave Unit 16D, New York, NY 10003"
"$700,000",2 beds,2 beds,"1,215","138 E 36th St Unit 5B, New York, NY 10016"
"$785,000",3 beds,3 beds,"80,000","25 Delmar Ave, Staten Island, NY 10312"
"$5,950,000",4 beds,4 beds,"3,024","342 E 69th St, New York, NY 10021"
"$950,000",0 beds,0 beds,"1,289","774 E 35th St, Brooklyn, NY 11210"
"$1,199,000",4 beds,4 beds,"1,470","119-14 15th Ave, College Point, NY 11356"
"$759,000",3 beds,3 beds,"4,000","59 Indale Ave, Staten Island, NY 10309"
"$1,300,000",3 beds,3 beds,—,"1394 Victory Blvd, Staten Island, NY 10301"
"$1,295,000",2 beds,2 beds,"2,029","382 West St Unit 3A, New York, NY 10014"
"$638,000",1 bed,1 bed,"2,337","2 Bay Club Dr Unit 7Z, Flushing, NY 11360"
"$200,000",2 beds,2 beds,"1,976","4380 Vireo Ave Unit 6F, Bronx, NY 10470"
"$725,000",1 bed,1 bed,"3,252","400 W 58th St Unit 5E, New York, NY 10019"
"$1,275,000",1 bed,1 bed,"7,560","184 Kent Ave Unit C506, Brooklyn, NY 11249"
"$209,900",1 bed,1 bed,—,"3201 Grand Concourse Unit 4M, Bedford, NY 10468"
"$1,327,000",3 beds,3 beds,940,"478 King Ave, New York, NY 10464"
"$369,000",2 beds,2 beds,900,"3935 Blackstone Ave Unit 5F, Bronx, NY 10471"
"$435,000",2 beds,2 beds,—,"31-31 138th St Unit 2G, Flushing, NY 11354"
"$499,000",2 beds,2 beds,717,"515 E 7th St Unit 3J, Brooklyn, NY 11218"
"$5,250,000",4 beds,4 beds,—,"33 E 70th St Unit 9C, New York, NY 10021"
"$714,999",2 beds,2 beds,"2,294","11 Retford Ave, Staten Island, NY 10312"
"$880,000",4 beds,4 beds,"4,325","65-11 Admiral Ave, Middle Village, NY 11379"
"$12,500,000",4 beds,4 beds,900,"49 Greene St #2, New York, NY 10013"
"$1,390,000",2 beds,2 beds,"1,100","515 5th Ave Unit 4C, Brooklyn, NY 11215"
"$679,000",3 beds,3 beds,"1,000","66 Evelyn Pl, Staten Island, NY 10305"
"$3,200,000",3 beds,3 beds,"3,130","372 Pacific St, Brooklyn, NY 11217"
"$520,000",2 beds,2 beds,"1,056","99-05 63rd Dr Unit 14V, Rego Park, NY 11374"
"$238,888",1 bed,1 bed,"4,000","27 West Mill Dr Unit 7A, Great Neck, NY 11021"
"$312,000",1 bed,1 bed,"1,588","5140 30th Ave Unit 5E, Woodside, NY 11377"
"$545,000",1 bed,1 bed,"1,522","779 Riverside Dr Unit B30, New York, NY 10032"
"$1,350,000",1 bed,1 bed,"3,834","21 India St Unit 29B, Brooklyn, NY 11222"
"$2,799,000",2 beds,2 beds,"4,833","152 W 58th St, New York, NY 10019"
"$849,000",3 beds,3 beds,"18,632","1805 Patterson Ave, Bronx, NY 10473"
"$1,080,000",2 beds,2 beds,"5,412","160 Riverside Dr Unit 4E, New York, NY 10024"
"$499,000",3 beds,3 beds,"1,350","35 1/2 Edgewater Park Unit 35 1/2A, Bronx, NY 10465"
"$399,000",2 beds,2 beds,"2,724","58-03 Calloway St Unit 4CC, Corona, NY 11368"
"$3,390,000",4 beds,4 beds,"2,200","1065 Park Ave Unit 13AB, New York, NY 10128"
"$1,195,000",1 bed,1 bed,"1,250","1065 Park Ave Unit 13B, New York, NY 10128"
"$2,195,000",2 beds,2 beds,—,"1065 Park Ave Unit 13A, New York, NY 10128"
"$2,875,000",5 beds,5 beds,—,"523 Clinton St, Brooklyn, NY 11231"
"$1,599,999",5 beds,5 beds,—,"62 Reiss Ln, Staten Island, NY 10304"
"$1,150,000",2 beds,2 beds,754,"415 E 85th St Unit 7-GH, New York, NY 10028"
"$695,000",3 beds,3 beds,741,"3187 Rawlins Ave, Bronx, NY 10465"
"$699,000",4 beds,4 beds,—,"80 Mann Ave, Staten Island, NY 10314"
"$1,399,900",5 beds,5 beds,"2,706","36 Herbert St, Staten Island, NY 10308"
"$1,339,000",2 beds,2 beds,"5,000","40 Pinehurst Ave Ph 8B, New York, NY 10033"
"$750,000",1 bed,1 bed,"1,239","245 E 87th St Unit 5C, New York, NY 10128"
"$775,000",1 bed,1 bed,"5,075","245 E 87th St Unit 3E, New York, NY 10128"
"$930,000",1 bed,1 bed,815,"301 E 22nd St Unit 17E, New York, NY 10010"
"$649,800",3 beds,3 beds,850,"318 Fairbanks Ave, Staten Island, NY 10306"
"$799,000",2 beds,2 beds,—,"63-16 Forest Ave Unit 1B, Ridgewood, NY 11385"
"$595,000",2 beds,2 beds,"1,152","1000 E 35th St Unit 3-B, Brooklyn, NY 11210"
"$1,895,000",1 bed,1 bed,"2,300","2 River Ter Unit 20-F, New York, NY 10282"
"$130,000",1 bed,1 bed,"1,128","2105 Wallace Ave Unit 4A, Bronx, NY 10462"
"$390,000",2 beds,2 beds,915,"540 W 146th St #66, New York, NY 10031"
"$1,150,000",2 beds,2 beds,"1,092","199 Prince St #14, New York, NY 10012"
"$969,000",6 beds,6 beds,750,"126-10 172nd St, Jamaica, NY 11434"
"$1,800,000",10 beds,10 beds,700,"142-25 Latham Ln, Jamaica, NY 11434"
"$1,399,999",4 beds,4 beds,528,"97-12 23rd Ave, East Elmhurst, NY 11369"
"$969,000",3 beds,3 beds,"3,000","81-23 252nd St, Bellerose, NY 11426"
"$2,298,898",4 beds,4 beds,"1,693","9-15 Malba Dr, Malba, NY 11357"
"$388,000",0 beds,0 beds,"4,100","134-54 Maple Ave Unit 2S, Flushing, NY 11355"
"$1,400,000",6 beds,6 beds,"9,131","2298 Loring, Valley Stream, NY 10468"
"$240,000",1 bed,1 bed,"2,808","71-48 252nd St Unit 12A, Bellerose, NY 11426"
"$4,150,000",26 beds,26 beds,"4,800","3156 Hull Ave, Bronx, NY 10467"
"$299,000",1 bed,1 bed,—,"84-19 51st Ave Unit 1A, Elmhurst, NY 11373"
"$250,000",1 bed,1 bed,"5,600","26-20 141 St Unit 5F, Flushing, NY 11354"
"$365,000",1 bed,1 bed,—,"85-14 Broadway #6, Elmhurst, NY 11373"
"$1,698,000",5 beds,5 beds,"7,606","39-17 221st St, Bayside, NY 11361"
"$4,899,000",3 beds,3 beds,700,"221 W 77th St Unit 6E, New York, NY 10024"
"$2,500,000",4 beds,4 beds,—,"189 Crown St, Brooklyn, NY 11225"
"$575,000",0 beds,0 beds,"1,927","321 E 48th St Unit 6J, New York, NY 10017"
"$799,000",4 beds,4 beds,—,"116-17 169th St, Jamaica, NY 11434"
"$3,500,000",2 beds,2 beds,"21,250","1295 Madison Ave Unit 2B, New York, NY 10128"
"$2,100,000",6 beds,6 beds,"5,001","2116 Voorhies Ave, Brooklyn, NY 11235"
"$379,000",1 bed,1 bed,673,"7423 Ridge Blvd Unit 6F, Bay Ridge, NY 11209"
"$999,000",2 beds,2 beds,750,"310 Windsor Pl #10, Brooklyn, NY 11218"
"$4,995,000",3 beds,3 beds,"1,100","2 Horatio St Unit 12RS, New York, NY 10014"
"$4,700,000",8 beds,8 beds,"3,284","108-24 Jewel Ave, New York, NY 11375"
"$548,000",3 beds,3 beds,"6,000","211-65 23 Ave Unit 2A, Bayside, NY 11360"
"$1,750,000",2 beds,2 beds,"2,048","22 N 6th St Unit 19J, Brooklyn, NY 11249"
"$849,000",3 beds,3 beds,"2,400","40 W Brighton Ave #406, Brooklyn, NY 11224"
"$1,950,000",6 beds,6 beds,543,"115-21 14th Rd, Flushing, NY 11356"
"$1,535,000",1 bed,1 bed,"1,800","160 Central Park S #3011, New York, NY 10019"
"$389,000",1 bed,1 bed,400,"519 E 81st St Unit 1B, New York, NY 10028"
"$925,000",1 bed,1 bed,—,"80 Charles St Unit 1-R, New York, NY 10014"
"$2,999,999",6 beds,6 beds,—,"21-18 36 St, Long Island City, NY 11105"
"$1,188,000",3 beds,3 beds,"2,000","2216 E 26th St, Brooklyn, NY 11229"
"$952,185",2 beds,2 beds,"1,955","33-71 Prince St Unit 7J, Flushing, NY 11354"
"$849,000",2 beds,2 beds,"2,000","900 Knickerbocker Ave Unit 3A, Brooklyn, NY 11207"
"$1,480,000",6 beds,6 beds,741,"37-14 62nd St, Woodside, NY 11377"
"$967,680",2 beds,2 beds,976,"33-71 Prince St Unit 7K, Flushing, NY 11354"
"$749,000",1 bed,1 bed,"2,052","630 1st Ave Unit 8-J, New York, NY 10016"
"$920,060",2 beds,2 beds,"2,875","33-71 Prince St Unit 7I, Flushing, NY 11354"
"$2,795,000",2 beds,2 beds,768,"310 E 53rd St Unit 18A, New York, NY 10022"
"$2,895,000",3 beds,3 beds,658,"46-30 Center Blvd Ph 4, New York, NY 11109"
"$850,000",0 beds,0 beds,716,"550 Vanderbilt Ave #220, Brooklyn, NY 11238"
"$1,550,000",3 beds,3 beds,"1,603","6702 19 Ave, Brooklyn, NY 11204"
"$545,000",1 bed,1 bed,"1,763","900 Knickerbocker Ave Unit 1A, Brooklyn, NY 11207"
"$920,060",2 beds,2 beds,513,"33-71 Prince St Unit 7F, Flushing, NY 11354"
"$899,000",5 beds,5 beds,—,"701 E 78th St, Canarsie, NY 11236"
"$920,060",2 beds,2 beds,"2,300","33-71 Prince St Unit 7H, Flushing, NY 11354"
"$339,000",1 bed,1 bed,906,"83-30 Vietor Ave #603, Elmhurst, NY 11373"
"$17,750,000",4 beds,4 beds,716,"1016 5th Ave Unit 11AC, New York, NY 10028"
"$868,888",3 beds,3 beds,—,"151-80 18 Ave, Whitestone, NY 11357"
"$920,060",2 beds,2 beds,"1,867","33-71 Prince St Unit 7G, Flushing, NY 11354"
"$468,000",2 beds,2 beds,716,"21 Androvette Ave, Staten Island, NY 10312"
"$966,320",2 beds,2 beds,800,"33-71 Prince St Unit 7E, Flushing, NY 11354"
"$973,980",2 beds,2 beds,"5,525","33-71 Prince St Unit 7C, Flushing, NY 11354"
"$1,800,000",7 beds,7 beds,—,"Undisclosed address, Bushwick, NY 11237"
"$1,030,000",4 beds,4 beds,"3,375","112-09 Francis Lewis Blvd, Queens Village, NY 11429"
"$984,060",2 beds,2 beds,716,"33-71 Prince St Unit 7D, Flushing, NY 11354"
"$475,000",1 bed,1 bed,800,"900 Knickerbocker Ave Unit 2A, Brooklyn, NY 11207"
"$973,980",2 beds,2 beds,"5,024","33-71 Prince St Unit 7B, Flushing, NY 11354"
"$949,000",6 beds,6 beds,752,"3684 Harper Ave, Bronx, NY 10466"
"$349,000",2 beds,2 beds,773,"33-05 90 St Unit 6D, Jackson Heights, NY 11372"
"$28,000,000",4 beds,4 beds,—,"500 W 18th St Unit EAST_PH25A, New York, NY 10011"
"$1,470,000",2 beds,2 beds,"2,484","25 Broad St Unit 18-T, New York, NY 10004"
"$1,100,000",1 bed,1 bed,—,"235 E 22nd St Unit 15L, New York, NY 10010"
"$8,750,000",5 beds,5 beds,"2,000","15 W 81st St Unit 2D, New York, NY 10024"
"$697,000",0 beds,0 beds,—,"303 E 33rd St Unit 2J, New York, NY 10016"
"$1,595,000",2 beds,2 beds,500,"18 Morningside Ave #2, New York, NY 10026"
"$600,000",1 bed,1 bed,773,"240 E 35th St Unit 8A, New York, NY 10016"
"$3,500,000",9 beds,9 beds,"2,600","185 S 2nd St, Brooklyn, NY 11211"
"$895,000",2 beds,2 beds,—,"334 W 85th St Unit 4B, New York, NY 10024"
"$6,495,000",4 beds,4 beds,—,"10 W 66th St Unit 22ABC, New York, NY 10023"
"$850,000",0 beds,0 beds,—,"90 8th Ave Unit 1B, Brooklyn, NY 11215"
"$725,000",2 beds,2 beds,"102,150","730 Fort Washington Ave Unit 3C, New York, NY 10040"
"$1,495,000",1 bed,1 bed,0.64,"20 E 9th St Unit 8J, New York, NY 10003"
"$6,500,000",3 beds,3 beds,—,"34 W 74th St Unit 3C, New York, NY 10023"
"$1,325,000",2 beds,2 beds,"18,569","Sign in for address, New York, NY 10128"
"$1,295,000",1 bed,1 bed,"5,109","425 5th Ave Unit 24-A, New York, NY 10016"
"$485,000",1 bed,1 bed,"1,000","447 Decatur St Unit 2B, Brooklyn, NY 11233"
"$3,499,000",3 beds,3 beds,880,"42 Garfield Pl #2, Brooklyn, NY 11215"
"$2,450,000",3 beds,3 beds,530,"45 Sutton Pl S Unit 14F, New York, NY 10022"
"$939,000",3 beds,3 beds,"2,158","3226 Tibbett Ave, New York, NY 10463"
"$2,195,000",2 beds,2 beds,—,"21 E 87th St Unit 9A, New York, NY 10128"
"$7,995,000",4 beds,4 beds,"2,600","1295 Madison Ave Unit 6A, New York, NY 10128"
"$975,000",4 beds,4 beds,100,"1314 Myrtle Ave, Brooklyn, NY 11221"
"$9,000,000",4 beds,4 beds,—,"4-6 Hancock Pl, New York, NY 10027"
"$2,450,000",3 beds,3 beds,"2,936","128 W 26th St #13, New York, NY 10001"
"$2,500,000",2 beds,2 beds,"1,548","10 Little West St Unit 34C, New York, NY 10004"
"$2,075,000",2 beds,2 beds,"1,576","446 Kent Ave Unit 2G, Brooklyn, NY 11249"
"$1,795,000",2 beds,2 beds,"2,348","150 W 56th St #5502, New York, NY 10019"
"$2,149,000",3 beds,3 beds,"6,351","255 W 84th St Unit 8E, New York, NY 10024"
"$1,350,000",1 bed,1 bed,"1,426","164 Bank St Unit 4A, New York, NY 10014"
"$749,000",1 bed,1 bed,"1,690","301 E 87th St Unit 14E, New York, NY 10128"
"$3,895,000",3 beds,3 beds,"1,652","5 Beekman St Unit 27B, New York, NY 10038"
"$825,000",4 beds,4 beds,"1,057","108-03 221st St, New York, NY 11429"
"$1,200,000",1 bed,1 bed,—,"422 W 20th St Unit 4E, New York, NY 10011"
"$699,000",1 bed,1 bed,750,"240 Prospect Pl #6, Brooklyn, NY 11238"
"$1,775,000",2 beds,2 beds,—,"415 E 54th St Unit 21/22D, New York, NY 10022"
"$1,150,000",1 bed,1 bed,"1,809","325 5th Ave Unit 18F, New York, NY 10016"
"$2,395,000",2 beds,2 beds,"1,264","255 Bowery #5, New York, NY 10002"
"$1,150,000",4 beds,4 beds,"3,045","2243 60th St Unit 3A, Brooklyn, NY 11204"
"$1,395,000",3 beds,3 beds,600,"528 W 111th St #6, New York, NY 10025"
"$13,800,000",4 beds,4 beds,—,"115 Central Park W Unit 2C, New York, NY 10023"
"$1,450,000",2 beds,2 beds,"1,400","115 Morton St Unit 4A, New York, NY 10014"
"$3,730,000",2 beds,2 beds,688,"500 W 18th St Unit WEST_7G, New York, NY 10011"
"$775,000",1 bed,1 bed,"1,206","2 Grace Ct Unit 3P, Brooklyn, NY 11201"
"$2,089,000",5 beds,5 beds,"1,979","1259 Jefferson Ave Unit T, Brooklyn, NY 11221"
"$22,950,000",6 beds,6 beds,—,"200 E 75th St Ph 5, New York, NY 10021"
"$499,000",1 bed,1 bed,"617,569","333 E 41st St Unit 2F, New York, NY 10017"
"$1,095,000",2 beds,2 beds,1.06,"90 William St Unit 5C, New York, NY 10038"
"$3,250,000",2 beds,2 beds,"235,875","37 W 12th St Unit 11C, New York, NY 10011"
"$4,910,000",2 beds,2 beds,0.67,"500 W 18th St Unit WEST_20F, New York, NY 10011"
"$6,000,000",3 beds,3 beds,"1,635","532 W 20th St #7, New York, NY 10011"
"$5,765,000",2 beds,2 beds,"2,703","500 W 18th St Unit EAST_22D, New York, NY 10011"
"$2,695,000",3 beds,3 beds,"1,621","800 W End Ave Unit 6A, New York, NY 10025"
"$1,350,000",3 beds,3 beds,—,"2 S End Ave Unit 9K, New York, NY 10280"
"$10,800,000",6 beds,6 beds,"1,345","200 E 75th St Unit 11A, New York, NY 10021"
"$4,950,000",3 beds,3 beds,"3,662","200 E 75th St Unit 3B, New York, NY 10021"
"$3,995,000",4 beds,4 beds,"2,118","11 Hoyt St Unit 55A, Brooklyn, NY 11201"
"$7,500,000",4 beds,4 beds,"2,074","200 E 75th St Unit 12B, New York, NY 10021"
"$5,300,000",3 beds,3 beds,"2,476","200 E 75th St Unit 9B, New York, NY 10021"
"$2,100,000",2 beds,2 beds,"2,118","11 Hoyt St Unit 52C, Brooklyn, NY 11201"
"$6,175,000",4 beds,4 beds,"1,369","200 E 75th St Unit 4A, New York, NY 10021"
"$1,595,000",2 beds,2 beds,"2,458","610 Warren St Unit 4F, Brooklyn, NY 11217"
"$8,500,000",1 bed,1 bed,"1,047","730 Fifth Ave Unit 18C, New York, NY 10019"
"$1,125,000",1 bed,1 bed,"1,149","555 W 23rd St Unit S8D, New York, NY 10011"
"$1,050,000",1 bed,1 bed,0.60,"77 7th Ave Unit 16K, New York, NY 10011"
"$4,995,000",2 beds,2 beds,755,"16 W 40th St Unit 25A, New York, NY 10018"
"$3,490,000",4 beds,4 beds,—,"20 Sutton Pl S Unit 10A11A, New York, NY 10022"
"$2,895,000",2 beds,2 beds,"1,650","145 Nassau St Unit 2D, New York, NY 10038"
"$2,495,000",7 beds,7 beds,"2,940","401 W 147th St Unit *, New York, NY 10031"
"$1,550,000",1 bed,1 bed,"2,470","101 W 24th St Unit 6C, New York, NY 10011"
"$10,785,000",3 beds,3 beds,"3,520","500 W 18th St Unit WEST_29C, New York, NY 10011"
"$4,475,000",2 beds,2 beds,867,"500 W 18th St Unit WEST_8B, New York, NY 10011"
"$17,500,000",5 beds,5 beds,"2,695","200 E 75th St Ph 2, New York, NY 10021"
"$3,300,000",2 beds,2 beds,"1,318","200 E 75th St Unit 5C, New York, NY 10021"
"$485,000",2 beds,2 beds,"4,230","2260 Benson Ave Unit 4C, Brooklyn, NY 11214"
"$735,000",0 beds,0 beds,"1,491","22-18 Jackson Ave #914, New York, NY 11101"
"$749,000",1 bed,1 bed,"1,300","417 Riverside Dr Unit 11C, New York, NY 10025"
"$615,000",3 beds,3 beds,475,"71-36 163rd St #3, New York, NY 11414"
"$17,995,000",6 beds,6 beds,675,"4 E 77th St, New York, NY 10075"
"$1,295,000",1 bed,1 bed,"1,048","80 Chambers St Unit 13C, New York, NY 10007"
"$2,695,000",2 beds,2 beds,"11,395","1095 Park Ave Unit 3A, New York, NY 10128"
"$749,000",1 bed,1 bed,"1,056","532 W 111th St #74, New York, NY 10025"
"$25,000,000",5 beds,5 beds,—,"16 E 64th St, New York, NY 10065"
"$659,000",3 beds,3 beds,—,"140-20 Sanford Ave Unit 3C, Flushing, NY 11355"
"$530,000",5 beds,5 beds,"8,700","106 Marshall St, Elizabeth City, NJ 07206-1639"
"$950,000",0 beds,0 beds,"2,008","70 Little West St Unit 4J, New York, NY 10280"
"$569,000",2 beds,2 beds,—,"36-20 168 St Unit 3I, Flushing, NY 11358"
"$679,000",3 beds,3 beds,—,"103-30 Plattwood Ave, Ozone Park, NY 11417"
"$25,000,000",1 bed,1 bed,"1,033","15 E 30th St Unit 21E, New York, NY 10016"
"$399,999",1 bed,1 bed,708,"39-65 51st St Unit 6F, New York, NY 11377"
"$789,000",3 beds,3 beds,"3,500","1324 E Gun Hill Rd, New York, NY 10469"
"$729,000",2 beds,2 beds,"2,760","116 Pinehurst Ave Unit C25, New York, NY 10033"
"$389,000",2 beds,2 beds,"1,050","21-30 202nd St Unit 1-200, Bayside, NY 11360"
"$2,555,000",2 beds,2 beds,—,"128 W 23rd St Unit 6A, New York, NY 10011"
"$1,280,000",2 beds,2 beds,"1,124","19-19 24th Ave Unit L215, New York, NY"
"$898,000",3 beds,3 beds,"4,937","47-11 189th St, Flushing, NY 11358"
"$695,000",3 beds,3 beds,"1,865","1312 Blake Ave Unit Entire Building, Brooklyn, NY 11208"
"$279,000",2 beds,2 beds,1.67,"198-52 Pompeii Ave Unit 1D, Hollis, NY 11423"
"$899,000",3 beds,3 beds,"1,396","2575 Palisade Ave Unit 4KJ, Bronx, NY 10463"
"$1,300,000",12 beds,12 beds,"2,000","17-19 Stanhope St Unit Entire Building, New York, NY 11385"
"$495,000",1 bed,1 bed,"1,544","111-14 76th Ave #310, Forest Hills, NY 11375"
"$469,000",1 bed,1 bed,"2,200","66-06 70th St Unit 3B, Middle Village, NY 11379"
"$1,995,000",4 beds,4 beds,—,"175 Woodruff Ave, Brooklyn, NY 11226"
"$535,000",1 bed,1 bed,"1,600","35 E 30th St Unit 3E, New York, NY 10016"
"$365,000",2 beds,2 beds,"4,875","150-40 71st Ave Unit 1G, Flushing, NY 11367"
"$1,995,000",5 beds,5 beds,"2,499","3 Claver Pl Unit entire building, Brooklyn, NY 11238"
"$475,000",3 beds,3 beds,873,"12427 Flatland Ave Unit 16BD, Brooklyn, NY 11208"
"$1,099,000",5 beds,5 beds,640,"76 Lake, Gravesend, NY 11223"
"$1,300,000",12 beds,12 beds,"2,286","17-19 Stanhope St, Flushing, NY 11385"
"$565,000",2 beds,2 beds,"1,784","61-15 97th St Unit 14f, Rego Park, NY 11374"
"$925,000",3 beds,3 beds,"41,670","1138 Ocean Ave Unit 6A, Midwood, NY 11230"
"$399,000",0 beds,0 beds,"6,376","37-30 73rd St Unit 5M, Jackson Heights, NY 11372"
"$1,099,000",3 beds,3 beds,—,"320 77th St Unit 2A, Brooklyn, NY 11209"
"$389,000",1 bed,1 bed,"2,580","110-11 72nd Ave Unit 1J, Forest Hills, NY 11375"
"$575,000",1 bed,1 bed,"1,646","234 W 16th St Unit 1A, New York, NY 10011"
"$999,000",8 beds,8 beds,—,"1016 Cypress Ave, New York, NY 11385"
"$475,000",0 beds,0 beds,"2,014","225 E 46th St Unit 12F, New York, NY 10017"
"$550,000",0 beds,0 beds,"2,012","1406 Richmond Ave, Staten Island, NY 10314"
"$330,000",2 beds,2 beds,"1,344","1920 E Bell Rd #1116, Phoenix, AZ 85022"
"$641,000",4 beds,4 beds,"2,100","6401 E Thunderbird Rd, Scottsdale, AZ 85254"
"$1,125,000",4 beds,4 beds,"8,800","16622 N 51st St, Scottsdale, AZ 85254"
"$500,000",2 beds,2 beds,"3,573","11229 S Tomah St, Phoenix, AZ 85044"
"$850,000",5 beds,5 beds,0.24,"16810 S 14th Dr, Phoenix, AZ 85045"
"$464,000",4 beds,4 beds,"1,716","8710 S 50th Dr, Laveen, AZ 85339"
"$416,000",4 beds,4 beds,"7,781","3347 W LA Salle St, Phoenix, AZ 85041"
"$925,000",6 beds,6 beds,"2,973","30 W Culver St, Phoenix, AZ 85003"
"$410,000",5 beds,5 beds,0.29,"2936 S 73rd Ln, Phoenix, AZ 85043"
"$1,450,000",4 beds,4 beds,"2,182","6310 E Montreal Pl, Scottsdale, AZ 85254"
"$760,000",5 beds,5 beds,"9,591","18321 N 28th Pl, Phoenix, AZ 85032"
"$389,000",3 beds,3 beds,"2,165","2641 W Gaby Rd, Phoenix, AZ 85041"
"$800,000",4 beds,4 beds,"5,921","4713 W Barko Ln, New River, AZ 85087"
"$265,900",4 beds,4 beds,—,"4350 W Maryland Ave, Glendale, AZ 85301"
"$495,000",3 beds,3 beds,"2,304","8555 S 40th Dr, Laveen, AZ 85339"
"$1,425,000",6 beds,6 beds,"6,120","2112 E Kerry Ln, Phoenix, AZ 85024"
"$575,000",2 beds,2 beds,"3,171","2310 N Dayton St, Phoenix, AZ 85006"
"$559,000",3 beds,3 beds,0.25,"13844 N 11th St, Phoenix, AZ 85022"
"$489,000",2 beds,2 beds,"3,220","3635 E Turney Ave #14, Phoenix, AZ 85018"
"$949,000",4 beds,4 beds,"5,500","5443 E Grovers Ave, Scottsdale, AZ 85254"
"$2,149,000",4 beds,4 beds,"1,686","4311 E Campbell Ave, Phoenix, AZ 85018"
"$895,000",4 beds,4 beds,"4,926","6110 E Nisbet Rd, Scottsdale, AZ 85254"
"$600,000",4 beds,4 beds,"3,084","4807 E Abraham Ln, Phoenix, AZ 85054"
"$360,000",3 beds,3 beds,0.29,"1154 E Beryl Ave, Phoenix, AZ 85020"
"$230,000",2 beds,2 beds,"1,576","2628 W Missouri Ave, Phoenix, AZ 85017"
"$525,000",3 beds,3 beds,"1,777","20287 N 51st Dr, Glendale, AZ 85308"
"$209,000",2 beds,2 beds,"1,679","7126 N 19th Ave #212, Phoenix, AZ 85021"
"$1,700,000",2 beds,2 beds,"5,491","7180 E Kierland Blvd #510, Scottsdale, AZ 85254"
"$295,000",2 beds,2 beds,"4,535","2044 N 78th Gln, Phoenix, AZ 85035"
"$259,000",2 beds,2 beds,1.03,"8331 N 21st Dr Unit H205, Phoenix, AZ 85021"
"$355,000",4 beds,4 beds,"1,033","6007 W Cheery Lynn Rd, Phoenix, AZ 85033"
"$335,000",3 beds,3 beds,"5,862","4505 W Continental Dr, Glendale, AZ 85308"
"$325,000",3 beds,3 beds,"1,824","5209 N 18th Dr, Phoenix, AZ 85015"
"$1,395,000",3 beds,3 beds,"8,831","4547 N 52nd Pl, Phoenix, AZ 85018"
"$789,900",4 beds,4 beds,"1,500","4627 E Night Glow Dr, Cave Creek, AZ 85331"
"$435,000",3 beds,3 beds,641,"7701 S 47th Ln, Laveen, AZ 85339"
"$305,000",2 beds,2 beds,"2,866","3230 E Pinchot Ave #7, Phoenix, AZ 85018"
"$350,000",3 beds,3 beds,0.23,"1920 W Eugie Ave, Phoenix, AZ 85029"
"$385,000",3 beds,3 beds,"3,319","1102 W Peoria Ave #11, Phoenix, AZ 85029"
"$675,000",4 beds,4 beds,"6,380","4345 W Chama Dr, Glendale, AZ 85310"
"$330,000",2 beds,2 beds,"1,344","1920 E Bell Rd #1116, Phoenix, AZ 85022"
"$641,000",4 beds,4 beds,"2,100","6401 E Thunderbird Rd, Scottsdale, AZ 85254"
"$1,125,000",4 beds,4 beds,"8,800","16622 N 51st St, Scottsdale, AZ 85254"
"$500,000",2 beds,2 beds,"3,573","11229 S Tomah St, Phoenix, AZ 85044"
"$850,000",5 beds,5 beds,0.24,"16810 S 14th Dr, Phoenix, AZ 85045"
"$464,000",4 beds,4 beds,"1,716","8710 S 50th Dr, Laveen, AZ 85339"
"$416,000",4 beds,4 beds,"7,781","3347 W LA Salle St, Phoenix, AZ 85041"
"$925,000",6 beds,6 beds,"2,973","30 W Culver St, Phoenix, AZ 85003"
"$410,000",5 beds,5 beds,0.29,"2936 S 73rd Ln, Phoenix, AZ 85043"
"$1,450,000",4 beds,4 beds,"2,182","6310 E Montreal Pl, Scottsdale, AZ 85254"
"$760,000",5 beds,5 beds,"9,591","18321 N 28th Pl, Phoenix, AZ 85032"
"$389,000",3 beds,3 beds,"2,165","2641 W Gaby Rd, Phoenix, AZ 85041"
"$800,000",4 beds,4 beds,"5,921","4713 W Barko Ln, New River, AZ 85087"
